"","x"
"6232","Balmville fm"
"6233","Grant Lake fm"
"6234","Cape Limestone fm"
"6235","MClintock fm"
"6236","Utica fm"
"6237","Billings fm"
"6238","Lachine fm"
"6239","Ashlock fm"
"6240","Martinsburg Shale fm"
"6241","Dubuque fm"
"6242","Viola Limestone fm"
"6243","Blind Brook fm"
"6244","Calloway Creek Limestone fm"
"6245","Irene Bay fm"
"6246","Cape Calhoun fm"
"6247","Lotbiniere fm"
"6248","Yeoman fm"
"6249","Boas River fm"
"6250","Eastview fm"
"6251","Fairview fm"
"6252","Frankfort fm"
"6253","Quassaic fm"
"6254","Arvonia fm"
"6255","Kamankeag fm"
"6256","Cobourg fm"
"6257","Neuville fm"
"6258","Clays Ferry fm"
"6259","Bad Cache Rapids fm"
"6260","Inman fm"
"6261","Kope fm"
"6262","Garrard Siltstone fm"
"6263","Trenton Limestone fm"
"6264","Wise Lake fm"
"6265","Palmetto fm"
"6266","Surprise Creek fm"
"6267","Gloucester fm"
"6268","Crescent Lake fm"
"6269","Gander Lake fm"
"6270","Hermitage fm"
"6271","Marmot fm"
"6272","Wassaquidik Chert fm"
"6273","Portage Chute fm"
"6274","Collingwood fm"
"6275","Benner Hill fm"
"6276","Point Pleasant fm"
"6277","Snake Hill fm"
"6278","Munsungun Lake fm"
"6279","Madawaska Lake fm"
"6280","Galena fm"
"6281","Lexington Limestone fm"
"6282","Thumb Mountain fm"
"6283","Troedsson Cliff fm"
"6284","Winterville fm"
"6285","Bromide fm"
"6286","Kimmswick fm"
"6287","Austin Glen Graywacke fm"
"6288","Bigby fm"
"6289","Magog fm"
"6290","Chickamauga Limestone fm"
"6291","Dolly Ridge fm"
"6292","Decorah fm"
"6293","Antes Shale fm"
"6294","Coburn fm"
"6295","Antes fm"
"6296","Corliss Conglomerate fm"
"6297","Harding Sandstone fm"
"6298","Beauceville fm"
"6299","Arnold River fm"
"6300","Galets fm"
"6301","Cape Discovery fm"
"6302","Verulam fm"
"6303","Bucke fm"
"6304","Montreal fm"
"6305","Shadow Lake fm"
"6306","Kirkfield fm"
"6307","Eggleston Limestone fm"
"6308","Corbin Ranch fm"
"6309","Eureka Quartzite fm"
"6310","Active fm"
"6311","Nealmont Limestone fm"
"6312","Valmy fm"
"6313","Long Point fm"
"6314","Naranjal fm"
"6315","Salona fm"
"6316","Black River Limestone fm"
"6317","Tremblay fm"
"6318","Bobcaygeon fm"
"6319","Deschambault fm"
"6320","Chambersburg fm"
"6321","Moccasin fm"
"6322","Tulip Creek fm"
"6323","Hershey fm"
"6324","Jacksonburg fm"
"6325","Glens Falls Limestone fm"
"6326","Morses Line Slate fm"
"6327","Guigues fm"
"6328","Mile End fm"
"6329","Nealmont fm"
"6330","Guttenberg fm"
"6331","Kings Lake fm"
"6332","Myerstown fm"
"6333","Rodman fm"
"6334","Skoki fm"
"6335","Roughlock fm"
"6336","Bluffer Pond fm"
"6337","Rockland fm"
"6338","Ouareau fm"
"6339","Pont Rouge fm"
"6340","Coboconk fm"
"6341","Gull Island fm"
"6342","Gull River fm"
"6343","Linden Hall fm"
"6344","Esbataottine fm"
"6345","Kimmswick Limestone fm"
"6346","Broadview fm"
"6347","Benner fm"
"6348","Mystic fm"
"6349","Shoal Arm fm"
"6350","Colvin Mountain Sandstone fm"
"6351","Athens Shale fm"
"6352","Carters Limestone fm"
"6353","Bays fm"
"6354","Tyrone Limestone fm"
"6355","Collierstown Limestone fm"
"6356","Black River fm"
"6357","Cable Canyon Sandstone fm"
"6358","Platteville fm"
"6359","Platteville Limestone fm"
"6360","Plattin fm"
"6361","Kinnikinic Quartzite fm"
"6362","Icebox fm"
"6363","Orwell Limestone fm"
"6364","Bony Falls fm"
"6365","Quimbys Mill fm"
"6366","Plattin Limestone fm"
"6367","Comus fm"
"6368","Beaver Bight fm"
"6369","Liberty Hall fm"
"6370","Leray fm"
"6371","Witten fm"
"6372","Hardy Creek Limestone fm"
"6373","Pencil Cave Bentonite fm"
"6374","Nachusa fm"
"6375","Lebanon Limestone fm"
"6376","Jewell Bluff fm"
"6377","Moccasin Limestone fm"
"6378","Rockmart Slate fm"
"6379","Luther fm"
"6380","Sevier Shale fm"
"6381","Chota fm"
"6382","Ottosee Shale fm"
"6383","Ben Hur Limestone fm"
"6384","Fite fm"
"6385","Chatham Hill fm"
"6386","Fincastle Conglomerate fm"
"6387","Womble Shale fm"
"6388","Oregon fm"
"6389","Ridley Limestone fm"
"6390","Lowville Limestone fm"
"6391","Joachim Dolomite fm"
"6392","Grand Detour fm"
"6393","Camp Nelson Limestone fm"
"6394","Greensport fm"
"6395","Woodway Limestone fm"
"6396","Knobs fm"
"6397","Wassum Limestone fm"
"6398","McLish fm"
"6399","Snyder fm"
"6400","Pecatonica fm"
"6401","Paperville Shale fm"
"6402","Chapman Ridge Sandstone fm"
"6403","Wassum fm"
"6404","Mifflin fm"
"6405","Wardell fm"
"6406","Gratton Limestone fm"
"6407","St Peter Sandstone fm"
"6408","Tyner fm"
"6409","Black Island fm"
"6410","Glenwood fm"
"6411","Lowville fm"
"6412","Hurricane Bridge Limestone fm"
"6413","Lonesome Pine fm"
"6414","Benbolt Limestone fm"
"6415","Pierce Limestone fm"
"6416","Tellico fm"
"6417","Martin Creek Limestone fm"
"6418","Hatter fm"
"6419","Rich Valley Shale fm"
"6420","Peery Limestone fm"
"6421","Pamelia fm"
"6422","Rich Valley fm"
"6423","Lincolnshire Limestone fm"
"6424","Effna Limestone fm"
"6425","Ward Cove Limestone fm"
"6426","Chazy fm"
"6427","Wells Creek fm"
"6428","Loysburg fm"
"6429","Middlebury Limestone fm"
"6430","Mount Rawlinson fm"
"6431","Gonioceras Bay fm"
"6432","Owen Creek fm"
"6433","Glenogle fm"
"6434","Elway Limestone fm"
"6435","Lenoir Limestone fm"
"6436","Rob Camp Limestone fm"
"6437","Rye Cove Limestone fm"
"6438","Murfreesboro Limestone fm"
"6439","Poteet Limestone fm"
"6440","Five Oaks Limestone fm"
"6441","Dot Limestone fm"
"6442","Pond Spring fm"
"6443","Wells Creek Dolomite fm"
"6444","St Paul Limestone fm"
"6445","Murat Limestone fm"
"6446","New Market Limestone fm"
"6447","Dutchtown Limestone fm"
"6448","Dutchtown fm"
"6449","Crystal Peak Dolomite fm"
"6450","Swan Peak Quartzite fm"
"6451","Cape Rosier fm"
"6452","Mainland fm"
"6453","Goose Tickle fm"
"6454","Blackford fm"
"6455","Northwest Arm fm"
"6456","Rockcliffe fm"
"6457","Laval fm"
"6458","Cape Cormorant fm"
"6459","Duo fm"
"6460","Newala Limestone fm"
"6461","Chase Lake fm"
"6462","Pinesburg Station fm"
"6463","Oil Creek fm"
"6464","Everton fm"
"6465","Dot fm"
"6466","Burgen Sandstone fm"
"6467","Row Park Limestone fm"
"6468","Bellefonte fm"
"6469","Annville fm"
"6470","Mosheim Limestone fm"
"6471","Bay Fiord fm"
"6472","Maskell Inlet fm"
"6473","Baie Verte fm"
"6474","Englee fm"
"6475","Wild Bight fm"
"6476","Bulleys Lump fm"
"6477","Cape Webster fm"
"6478","Wandel Valley fm"
"6479","Sjaelland Fjelde fm"
"6480","Table Cove fm"
"6481","Brompton fm"
"6482","Caldwell fm"
"6483","Bide Arm fm"
"6484","Blow-me Down Brook fm"
"6485","Ascot fm"
"6486","Monkman fm"
"6487","Ontelaunee fm"
"6488","Pinesburg Station Dolomite fm"
"6489","Rockdale Run fm"
"6490","Kanosh Shale fm"
"6491","Joins fm"
"6492","Blakely Sandstone fm"
"6493","Scarboro fm"
"6494","North Haven Greenstone fm"
"6495","Chokecherry fm"
"6496","Lehman fm"
"6497","Table Head fm"
"6498","Ship Point fm"
"6499","Maquereau fm"
"6500","Beekmantown fm"
"6501","Fort Pena fm"
"6502","Grove fm"
"6503","Chipman fm"
"6504","Diamond Island fm"
"6505","Pogonip Limestone fm"
"6506","Index fm"
"6507","Eleanor River fm"
"6508","Tipperary fm"
"6509","Juab Limestone fm"
"6510","Epler fm"
"6511","Stockbridge fm"
"6512","Ellenburger Dolomite fm"
"6513","Axemann fm"
"6514","Monson Gneiss fm"
"6515","Dead River fm"
"6516","Newala Dolomite fm"
"6517","Fillmore fm"
"6518","Poultney fm"
"6519","Alsate Shale fm"
"6520","Cotter Dolomite fm"
"6521","West Spring Creek fm"
"6522","Mazarn Shale fm"
"6523","Shakopee fm"
"6524","Summerhouse fm"
"6525","Sykesville fm"
"6526","Copake fm"
"6527","Jones Ridge Limestone fm"
"6528","Shakopee Dolomite fm"
"6529","Knox Dolomite fm"
"6530","Wah Wah Limestone fm"
"6531","Bonneterre fm"
"6532","Manitou Limestone fm"
"6533","Manitou Dolomite fm"
"6534","Suspension Bridge fm"
"6535","Halifax fm"
"6536","Beldens fm"
"6537","Aquathuna fm"
"6538","Beekmantown Dolomite fm"
"6539","Mascot Dolomite fm"
"6540","Jonesboro Limestone fm"
"6541","Powell Dolomite fm"
"6542","El Paso fm"
"6543","Nittany Dolomite fm"
"6544","Conococheague fm"
"6545","Popes Head fm"
"6546","Bascom fm"
"6547","Cape Elizabeth fm"
"6548","Cookson fm"
"6549","Jefferson City Dolomite fm"
"6550","Chimney Arm fm"
"6551","McLeod Brook fm"
"6552","Sicamous fm"
"6553","Baumann Fiord fm"
"6554","Nunatami fm"
"6555","Steensby Gletscher fm"
"6556","Mt. April fm"
"6557","Survey Peak fm"
"6558","Broken Skull fm"
"6559","Kingsport fm"
"6560","Kingsport Dolomite fm"
"6561","Marathon Limestone fm"
"6562","Catoche fm"
"6563","Conestoga Limestone fm"
"6564","Larke fm"
"6565","Rickenbach fm"
"6566","Crystal Mountain Sandstone fm"
"6567","Stonehenge fm"
"6568","Cutting Dolomite fm"
"6569","Hurricane Mountain fm"
"6570","Roubidoux fm"
"6571","Doucers fm"
"6572","Franklin Mountain fm"
"6573","Canrobert fm"
"6574","Canyon Elv fm"
"6575","Beauharnois fm"
"6576","Deadwood fm"
"6577","Rabbitkettle fm"
"6578","Longview Dolomite fm"
"6579","Bliss fm"
"6580","Oneota Dolomite fm"
"6581","Oneota fm"
"6582","Arm Point fm"
"6583","Green Point fm"
"6584","Blanley Bay fm"
"6585","Nygard Bay fm"
"6586","Warming Land fm"
"6587","Boat Harbour fm"
"6588","Navy Island fm"
"6589","Cool Creek fm"
"6590","Copper Ridge Dolomite fm"
"6591","Victorio Hills fm"
"6592","Gasconade Dolomite fm"
"6593","New Richmond Sandstone fm"
"6594","Cape Clay fm"
"6595","Ninnis Glacier fm"
"6596","Poulsen Cliff fm"
"6597","Maiden Point fm"
"6598","Goose Cove fm"
"6599","Christian Elv fm"
"6600","Chepultepec Dolomite fm"
"6601","Stonehenge Limestone fm"
"6602","Collier Shale fm"
"6603","Stoufferstown fm"
"6604","Tribes Hill fm"
"6605","Shelburn Marble fm"
"6606","Halcyon Lake fm"
"6607","Jim Pond fm"
"6608","House Limestone fm"
"6609","Clarenville fm"
"6610","Crooks Brook fm"
"6611","Potsdam fm"
"6612","Nepean fm"
"6613","Turner Cliffs fm"
"6614","Johansen Land fm"
"6615","Watts Bight fm"
"6616","Van Buren fm"
"6617","Cass Fiord fm"
"6618","Copes Bay fm"
"6619","Rose Run Sandstone fm"
"6620","Dagger Flat fm"
"6621","Sierrite fm"
"6622","Umbrella Hill fm"
"6623","Eminence Dolomite fm"
"6624","Butterly Dolomite fm"
"6625","Emerson fm"
"6626","Elbrook Dolomite fm"
"6627","Gunter Sandstone fm"
"6628","Hyndman fm"
"6629","Notch Peak fm"
"6630","Nopah fm"
"6631","St Charles Limestone fm"
"6632","Dome Creek fm"
"6633","Permin Land fm"
"6634","Theresa fm"
"6635","Jordan fm"
"6636","Copper Ridge fm"
"6637","Mines fm"
"6638","Hickory Sandstone fm"
"6639","Jordan Sandstone fm"
"6640","Eminence fm"
"6641","Signal Mountain fm"
"6642","Oro Grande fm"
"6643","Gatesburg fm"
"6644","Shadygrove fm"
"6645","Richland fm"
"6646","Allentown fm"
"6647","Little Falls fm"
"6648","Clarendon Springs Dolomite fm"
"6649","Trempealeau fm"
"6650","Tamarack Canyon Dolomite fm"
"6651","Porter Peak Limestone fm"
"6652","Mendha fm"
"6653","St Charles fm"
"6654","Lamotte Sandstone fm"
"6655","Buck Spring fm"
"6656","Gallatin fm"
"6657","Elliott Cove fm"
"6658","Ninemile Hill fm"
"6659","Salmonier Cove fm"
"6660","Macneil fm"
"6661","Goldenville fm"
"6662","March Point fm"
"6663","Lamartre Mazenod fm"
"6664","Chateauguay fm"
"6665","Petit Jardin fm"
"6666","Treytown Pond fm"
"6667","Lynx fm"
"6668","Taiga fm"
"6669","Zullinger fm"
"6670","Reagan Sandstone fm"
"6671","St Lawrence Dolomite fm"
"6672","Potosi Dolomite fm"
"6673","Royer Dolomite fm"
"6674","St Lawrence fm"
"6675","Au Train fm"
"6676","Briarcliff Dolostone fm"
"6677","Ajax Dolomite fm"
"6678","Ignacio Quartzite fm"
"6679","Lynch Dolomite fm"
"6680","Finnegan fm"
"6681","Nelway fm"
"6682","Maynardville Limestone fm"
"6683","Derby-Doerun Dolomite fm"
"6684","Millbach fm"
"6685","Red Lion fm"
"6686","Snowy Range fm"
"6687","Harmony fm"
"6688","Notch Peak Dolomite fm"
"6689","Muav fm"
"6690","Peerless fm"
"6691","Davis fm"
"6692","Lone Rock fm"
"6693","Franconia fm"
"6694","Derby fm"
"6695","Fort Sill Limestone fm"
"6696","Munising fm"
"6697","Elvins fm"
"6698","Windfall fm"
"6699","Orr fm"
"6700","Peerless Dolomite fm"
"6701","Lodore Sandstone fm"
"6702","Narrows fm"
"6703","Conasauga fm"
"6704","Kerbel fm"
"6705","Corset Spring Shale fm"
"6706","Ketona Dolomite fm"
"6707","Bibb Dolomite fm"
"6708","Maynardville fm"
"6709","Wilberns Sandstone fm"
"6710","Wonewoc fm"
"6711","Honey Creek fm"
"6712","Warrior fm"
"6713","Dry Creek Shale fm"
"6714","Ledger Dolomite fm"
"6715","Chase Brook fm"
"6716","Ironton Sandstone fm"
"6717","Lead Gulch fm"
"6718","Open fm"
"6719","Opex fm"
"6720","Sawatch Sandstone fm"
"6721","Pilgrim Limestone fm"
"6722","Johns Wash Limestone fm"
"6723","Olin Sandstone fm"
"6724","Abrigo fm"
"6725","Ironton fm"
"6726","Buffalo Springs fm"
"6727","Devils Glen Dolomite fm"
"6728","Danby fm"
"6729","Eau Claire fm"
"6730","Murphy Creek fm"
"6731","Ottertail fm"
"6732","Jubilee fm"
"6733","Chancellor fm"
"6734","Nolichucky fm"
"6735","Bonanza King fm"
"6736","Rome fm"
"6737","Silver Run Limestone fm"
"6738","Araby fm"
"6739","Galesville Sandstone fm"
"6740","Dunderberg Shale fm"
"6741","Worm Creek Quartzite fm"
"6742","Sawatch Quartzite fm"
"6743","Park Shale fm"
"6744","Gros Ventre fm"
"6745","Boothia Felix fm"
"6746","Black Shale Brook fm"
"6747","Gallery fm"
"6748","Laib fm"
"6749","Brierfield Dolomite fm"
"6750","Hasmark Dolomite fm"
"6751","Mount Simon Sandstone fm"
"6752","Mount Simon fm"
"6753","Switchback Shale fm"
"6754","Morgan Run Melange fm"
"6755","Winooski Dolomite fm"
"6756","Saxe Brook Dolomite fm"
"6757","Rockledge Conglomerate fm"
"6758","Hungerford Slate fm"
"6759","Paradise Valley Chert fm"
"6760","Highland Peak fm"
"6761","Nounan fm"
"6762","Muav Limestone fm"
"6763","Bright Angel Shale fm"
"6764","Agnostus Cove fm"
"6765","Sullivan fm"
"6766","Hicks fm"
"6767","Meagher Limestone fm"
"6768","Hamburg Dolomite fm"
"6769","Mill River Conglomerate fm"
"6770","Wah Wah Summit fm"
"6771","Lamb Dolomite fm"
"6772","Nolichucky Shale fm"
"6773","Shady Dolomite fm"
"6774","Maryville Limestone fm"
"6775","Honaker fm"
"6776","Honaker Dolomite fm"
"6777","Schaefferstown fm"
"6778","Snitz Creek fm"
"6779","Steamboat Limestone fm"
"6780","Pentagon Shale fm"
"6781","Pine Plains fm"
"6782","Nounan Limestone fm"
"6783","Cole Canyon Dolomite fm"
"6784","Death Canyon Limestone fm"
"6785","Flathead Sandstone fm"
"6786","Fortune Brook fm"
"6787","Fairman Point fm"
"6788","Eldon fm"
"6789","Waterfowl fm"
"6790","Parrish Glacier fm"
"6791","Bolsa Quartzite fm"
"6792","Potsdam Sandstone fm"
"6793","Leithsville fm"
"6794","Pagoda Limestone fm"
"6795","Richtex fm"
"6796","Milling Port fm"
"6797","Bennett fm"
"6798","Maclean Brook fm"
"6799","Corner-of-the-beach fm"
"6800","Saline River fm"
"6801","Telt Bugt fm"
"6802","Cloud Rapids fm"
"6803","Arctomys fm"
"6804","Slats Creek fm"
"6805","Hess River fm"
"6806","Rockslide fm"
"6807","Trippe Limestone fm"
"6808","Trippe fm"
"6809","Bluebird Dolomite fm"
"6810","Patterson Pass Shale fm"
"6811","Marjum fm"
"6812","Pierson Cove fm"
"6813","Pika fm"
"6814","Tapeats Sandstone fm"
"6815","Rugg Brook Dolomite fm"
"6816","Wheeler Shale fm"
"6817","Bloomington fm"
"6818","Herkimer Limestone fm"
"6819","Bowman Limestone fm"
"6820","Trout Brook fm"
"6821","Hastings Cove fm"
"6822","Manuels River fm"
"6823","Rogersville Shale fm"
"6824","Carrara fm"
"6825","Pleasant Hill fm"
"6826","Zooks Corners fm"
"6827","Dearborn Limestone fm"
"6828","Urbana Phyllite fm"
"6829","Dutch Island Harbor fm"
"6830","Cadiz fm"
"6831","Shwin fm"
"6832","Young Peak Dolomite fm"
"6833","Blacksmith fm"
"6834","Dagmar Dolomite fm"
"6835","Maxfield Limestone fm"
"6836","Monte Neva fm"
"6837","Swasey Limestone fm"
"6838","Eye-of-needle Limestone fm"
"6839","Windsor Mountain fm"
"6840","Cararra fm"
"6841","Fishtrap Dolomite fm"
"6842","Fort Burnside fm"
"6843","Eldorado Limestone fm"
"6844","Abercrombie fm"
"6845","Bancroft Limestone fm"
"6846","Ophir fm"
"6847","Weedon Schist fm"
"6848","Youngs Cove fm"
"6849","Irishtown fm"
"6850","Teutonic Limestone fm"
"6851","Rutledge Limestone fm"
"6852","Whirlwind Shale fm"
"6853","Porter Road fm"
"6854","Jumbo Dolomite fm"
"6855","Everona Limestone fm"
"6856","Brigham Quartzite fm"
"6857","Ophir Shale fm"
"6858","Fleur De Lys fm"
"6859","Chamberlains Brook fm"
"6860","Bear Point fm"
"6861","Cape Wood fm"
"6862","Earlie fm"
"6863","Titkana fm"
"6864","Whirlwind fm"
"6865","High Creek Limestone fm"
"6866","Damnation Limestone fm"
"6867","Mount Cap fm"
"6868","Scoresby Bay fm"
"6869","Stephen fm"
"6870","Elko fm"
"6871","Snake Indian fm"
"6872","Cathedral fm"
"6873","Chetang-Tatei fm"
"6874","Naiset fm"
"6875","Kelvin Glen fm"
"6876","Silver Hill fm"
"6877","Dome Limestone fm"
"6878","Gordon Shale fm"
"6879","Pumpkin Valley Shale fm"
"6880","Jamestown fm"
"6881","Chambless Limestone fm"
"6882","Mount Whyte fm"
"6883","Chisholm Shale fm"
"6884","Peasley Limestone fm"
"6885","Gold Creek Quartzite fm"
"6886","Reeves fm"
"6887","Gordon fm"
"6888","Gibson Jack fm"
"6889","Waynesboro fm"
"6890","Monkton Quartzite fm"
"6891","Stissing Dolostone fm"
"6892","Edgemont fm"
"6893","Tennessee Mountain fm"
"6894","Pioche Shale fm"
"6895","Tintic Quartzite fm"
"6896","Rosella fm"
"6897","Reno fm"
"6898","Howell Limestone fm"
"6899","Twin Knobs fm"
"6900","Lyndon Limestone fm"
"6901","Geertsen Canyon Quartzite fm"
"6902","Pioche fm"
"6903","Oak Hill fm"
"6904","Oella fm"
"6905","Funnel Creek Limestone fm"
"6906","Summerside fm"
"6907","Ledger fm"
"6908","Agricola Schist fm"
"6909","Dunham Dolomite fm"
"6910","Busby Quartzite fm"
"6911","Mutual fm"
"6912","Brigus fm"
"6913","Canoe Brook fm"
"6914","Cape Leiper fm"
"6915","Hawke Bay fm"
"6916","Hota fm"
"6917","Eager fm"
"6918","Illtyd fm"
"6919","Mount Clark fm"
"6920","Sekwi fm"
"6921","Old Fort Island fm"
"6922","Kane Basin fm"
"6923","Grant Land fm"
"6924","Cape Kent fm"
"6925","Kastrup Elv fm"
"6926","Gog fm"
"6927","Hardyston fm"
"6928","Wuluff River fm"
"6929","Tomstown fm"
"6930","Persimmon Fork fm"
"6931","Mule Spring Limestone fm"
"6932","Adams fm"
"6933","Donald fm"
"6934","Cape Ingersoll fm"
"6935","Helenmode fm"
"6936","Rabbit Point fm"
"6937","Tomstown Dolomite fm"
"6938","Antietam fm"
"6939","Kinzers fm"
"6940","Tillery fm"
"6941","Marburg Phyllite fm"
"6942","Megunticook fm"
"6943","Osgood Mountain Quartzite fm"
"6944","Cabin Shale fm"
"6945","Inkom fm"
"6946","Mahto fm"
"6947","Badshot fm"
"6948","Harkless fm"
"6949","Smith Point fm"
"6950","Boya fm"
"6951","Gull Lake fm"
"6952","Tshinakin fm"
"6953","Mural fm"
"6954","Dallas Bugt fm"
"6955","Cranbrook fm"
"6956","Vampire fm"
"6957","Weisner Quartzite fm"
"6958","Erwin fm"
"6959","Wash Creek Slate fm"
"6960","Brasstown fm"
"6961","Uwharrie fm"
"6962","Prospect Mountain Quartzite fm"
"6963","Rosaire fm"
"6964","Forteau fm"
"6965","Maccordrum fm"
"6966","Harpers fm"
"6967","Prettyboy Schist fm"
"6968","Poughquag Quartzite fm"
"6969","Grand Pitch fm"
"6970","Beaver Brook fm"
"6971","Bradore fm"
"6972","Three Sisters fm"
"6973","Ketza fm"
"6974","Devils Cove fm"
"6975","Cloud Mountain fm"
"6976","Rawlings Bay fm"
"6977","Humboldt fm"
"6978","Buen fm"
"6979","Ritter Bay fm"
"6980","Gilman fm"
"6981","Bonavista fm"
"6982","Stelkuz fm"
"6983","Narchilla fm"
"6984","Midas fm"
"6985","Backbone Ranges fm"
"6986","Ella Bay fm"
"6987","Archer Fiord fm"
"6988","Nesmith fm"
"6989","Portfjeld fm"
"6990","Aurland Fiord fm"
"6991","McNaughton fm"
"6992","Murray Shale fm"
"6993","Candler fm"
"6994","Kennedy Channel fm"
"6995","Weverton fm"
"6996","Cheshire Quartzite fm"
"6997","Unicoi fm"
"6998","Nebo Sandstone fm"
"6999","Nichols Shale fm"
"7000","Saddle Mountain fm"
"7001","Wilbert fm"
"7002","Yusezyu fm"
"7003","Covey Hill fm"
"7004","Ingta fm"
"7005","Loudown fm"
"7006","Hardyston Quartzite fm"
"7007","Yankee Belle fm"
"7008","Dalton fm"
"7009","Cochran Conglomerate fm"
"7010","Loudoun fm"
"7011","Chickies fm"
"7012","Pinnacle fm"
"7013","Sandsuck Shale fm"
"7014","Katakturuk Dolomite fm"
"7015","Cochran fm"
"7016","Cambridge Argillite fm"
"7017","Deep Spring fm"
"7018","Random fm"
"7019","Dantzig fm"
"7020","Morrison River fm"
"7021","Blue Pinion fm"
"7022","Sayunei fm"
"7023","Espee fm"
"7024","Bill Arp fm"
"7025","Cunningham fm"
"7026","Wilhite fm"
"7027","Tsaydiz fm"
"7028","Isaac fm"
"7029","Shields fm"
"7030","Hoosac fm"
"7031","Glen Falls fm"
"7032","Roxbury Conglomerate fm"
"7033","Coombs Limestone fm"
"7034","Licklog fm"
"7035","Anakeesta fm"
"7036","Catoctin fm"
"7037","Stirling Quartzite fm"
"7038","Frolona fm"
"7039","Sandsuck fm"
"7040","Cades Sandstone fm"
"7041","Rich Butt Sandstone fm"
"7042","Tyson fm"
"7043","Swannell fm"
"7044","Dean fm"
"7045","Sixtymile fm"
"7046","Risky fm"
"7047","Crown Hill fm"
"7048","Metcalf Phyllite fm"
"7049","Pigeon Siltstone fm"
"7050","Thunderhead Sandstone fm"
"7051","Swift Run fm"
"7052","Ogier Point fm"
"7053","Reed Dolomite fm"
"7054","Johnnie fm"
"7055","Brewer Phyllite fm"
"7056","White Brook fm"
"7057","Elkmont Sandstone fm"
"7058","Bateau fm"
"7059","Kilian fm"
"7060","Rencontre fm"
"7061","Roaring Fork Sandstone fm"
"7062","Prices Neck fm"
"7063","Noonday Dolomite fm"
"7064","Hothouse fm"
"7065","Caddy Canyon Quartzite fm"
"7066","Wyman fm"
"7067","Pinelog fm"
"7068","Hughes Gap fm"
"7069","Black Head fm"
"7070","Ratcliffe Brook fm"
"7071","Trinny Hill fm"
"7072","Longarm Quartzite fm"
"7073","Newport fm"
"7074","Horsethief Creek fm"
"7075","Rocky Harbour fm"
"7076","Swiftrun fm"
"7077","Wehutty fm"
"7078","Wading Branch fm"
"7079","Grande Le Pierre fm"
"7080","Cinq Isles fm"
"7081","Toby fm"
